2961_13488_000000	subito ouço bater á porta da sala vou abrir era um anjinho de cinco annos entra sára disse sabina
2961_13488_000665	talvez a economia social pudesse ganhar alguma cousa si eu mostrasse como todo e qualquer premio estranho vale pouco ao lado do premio subjectivo e immediato
2961_13488_000666	cano arma virumque arma virumque cano virumque machinalmente tudo isto e não obstante havia certa lógica
2961_13488_000667	meu tio ildefonso então simples padre farejava me conego conego é o que elle ha de ser e não digo mais por não parecer orgulho mas não me admiraria nada se deus o destinasse á um bispado
2961_13488_000668	alcancei a a poucos passos e jurei lhe por todos os santos do ceu que eu era obrigado a descer mas que não deixava de lhe querer e muito tudo hyperboles frias que ella escutou sem dizer nada
2961_13488_000669	capitulo clviii dous encontros no fim de alguns annos tres ou quatro estava enfarado do officio e deixei-o não sem um donativo importante que me deu direito ao retrato na sacristia
2961_13488_000670	uma janella o pensamento de virgilia saudaram se e ficaram de palestra nós a rolarmos na cama talvez com frio necessitados de repouso e os dous vadios alli postos a repetirem o velho dialogo de adão e eva capitulo
2961_13488_000671	mais singular é que se o relogio parava eu dava-lhe corda para que elle não deixasse de bater nunca e eu pudesse contar todos os meus instantes perdidos
2961_13488_000672	agradaveis segundo as melhores opiniões ao organismo humano erasmo que no seu elogio da sandice escreveu algumas cousas boas chamou a attenção para a complacencia com que dois burros se coçam um ao outro estou longe de rejeitar essa observação de erasmo mas direi o que elle não disse a saber
2961_13488_000673	ao que retorquia outro tio official de um dos antigos terços de infantaria que o amor da gloria era a cousa mais verdadeiramente humana que ha no homem e conseguintemente a sua mais genuina feição
2961_13488_000674	e se era joia dizia isto a contemplal a entre os dedos a procurar melhor luz a ensaial a em si e a rir e a beijar me com uma reincidencia impetuosa e sincera mas protestando derramava se lhe a felicidade dos olhos e eu sentia-me feliz com vêl-a assim
2961_13488_000675	e porque eu a sacudisse de novo saíu dalli e veiu parar em cima de um velho retrato de meu pae era negra como a noite e o gesto brando com que uma vez posta começou a mover as azas tinha um certo ar escarninho
2961_13488_000676	digo essas cousas por alto segundo as ouvi narrar annos depois ignoro a mór parte dos pormenores daquelle famoso dia sei que a visinhança veiu ou mandou comprimentar o recem nascido e que durante as primeiras semanas muitas foram as visitas em nossa casa
2961_13488_000677	que nascesse por exemplo de uma bruxa de shakespeare com um seraphim de klopstock não sei se me explico e porque tinha noticia dos meus zelos tardios parece que gostava de os açular mais assim foi que um dia como eu lhe não pudesse dar certo collar que ella vira n'um joalheiro
2961_13488_000678	um emplasto anti hypocondriaco destinado a alliviar a nossa melancholica humanidade na petição de privilegio que então redigi chamei a attenção do governo para esse resultado verdadeiramente christão
2961_13488_000679	dessa terra e desse estrume é que nasceu esta flôr capitulo xii um episodio de mas eu não quero passar adeante sem contar summariamente um galante episodio de tinha nove annos
2961_13488_000680	reconciliação opportuna porque a solidão pesava me como um remorso e a vida era para mim a peor das fadigas que é a fadiga sem trabalho pouco depois fui convidado por elle a filiar me n'uma ordem terceira o que eu não fiz sem consultar o quincas borba
2961_13488_000681	primeiramente tomei a figura de um barbeiro chinez bojudo destro escanhoando um mandarim que me pagava o trabalho com beliscões e confeitos caprichos de mandarim
2961_13488_000682	sei que continuava coxa e triste foi com esta impressão profunda que cheguei ao hospital onde marcella entrara na vespera e onde a vi expirar meia hora depois feia magra decrepita capitulo
2961_13488_000683	redobrei de attenção fitei a vista ia emfim ver o ultimo o ultimo mas então já a rapidez da marcha era tal que escapava a toda a comprehensão ao pé della o relampago seria um seculo
2961_13488_000684	magnifica convém intercalar este capitulo entre a primeira oração e a segunda do cap cxxix capitulo cxxxi
2961_13488_000685	capitulo x naquelle dia naquelle dia a arvore dos cubas brotou uma graciosa flor nasci recebeu-me nos braços a pascoela insigne parteira minhota que se gabava de ter aberto a porta do mundo a uma geração inteira de
2961_13488_000686	fiquei um pouco aborrecido incommodado tambem porque diabo não era ella azul disse eu commigo e esta reflexão uma das mais profundas que se tem feito desde a invenção das borboletas me consolou do maleficio e me reconciliou commigo mesmo
2961_13488_000687	e talvez fosse pobre algum operario que não teria com que dar de comer á mulher e aos filhos mas se fosse rico o meu dever ficava o mesmo cumpria restituir a moeda e o melhor meio o unico meio era fazel-o por intermedio de um annuncio ou da policia
2961_13488_000688	o primeiro que nenhum outro varão jamais lhe tomára e não furtado ou arrebatado mas candidamente entregue como um devedor honesto paga uma divida
2961_13488_000689	o villaça levava nos olhos umas chispas de vinho e de volupia deixe-me disse ella ninguem nos vê morrer meu anjo que idéas são essas você sabe que eu morrerei tambem que digo morro todos os dias de paixão de saudades
2961_13488_000690	cheguei a recusar mas instou tanto tanto tanto que não pude deixar de aceitar demais era-lhe devida aquella compensação fui
2961_13488_000691	não digo bem houve menos tropeção que pontapé vendo um embrulho não grande mas limpo e correctamente feito atado com um barbante rijo uma cousa que parecia alguma cousa lembrou-me bater-lhe com o pé assim por experiencia e bati
2961_13488_000692	saímos á varanda dalli á chacara e foi então que notei uma circumstancia eugenia coxeava um pouco tão pouco que eu cheguei a perguntar-lhe se machucara o pé
2961_13488_000693	tão constante e tão triste que levou um daquelles fieis da ultima hora a intercalar esta engenhosa idéa no discurso que proferiu á beira de minha cova
2961_13488_000694	tivemos lutas de uma e duas horas no botequim do nicola a glosarmos no meio de palmas e bravos immenso talento o do bocage era o que me dizia ha dias a sra duqueza de cadaval
2961_13488_000695	as moças fallavam das modinhas que haviam de cantar ao cravo e do minuete e do solo inglez nem faltava matrona que promettesse bailar um oitavado de compasso só para mostrar como folgára nos seus bons tempos de criança
2961_13488_000696	de quando em quando um riso jovial amplo desabotoado um riso de familia vinha quebrar a gravidade politica do banquete no meio do interesse grande e commum agitavam-se tambem os pequenos e particulares
2961_13488_000697	não era homem que visse a parte substancial da egreja via o lado externo a hierarchia as preeminencias as sobrepelizes as
2961_13488_000698	não lhes poderei dizer ao certo os dias que durou esse crescimento lembra-me sim que em certa noite abotoou se a flor ou o beijo se assim lhe quizerem chamar
2961_13488_000699	item comecei a andar não sei bem quando mas antes do tempo talvez por apressar a natureza obrigavam me cedo a agarrar ás cadeiras pegavam me da fralda davam me carrinhos de páu só só nhonhô só só dizia-me a mucama
2961_13488_000700	esta ultima idéa restituiu me a consolação uni o dedo grande ao polegar despedi um piparote e o cadaver caiu no jardim
2961_13488_000701	virgilia mas então era a mesma senhora que alguns annos depois a mesma era justamente a senhora que em devia assistir aos meus ultimos dias e que antes muito antes teve
2961_13488_000702	estou sonhando de certo ou se é verdade que enlouqueci tu não passas de uma concepção de alienado isto é uma cousa vã que a razão ausente não póde reger nem palpar natureza tu
2961_13488_000703	aventou o caso virgilia pareceu saborear o meu procedimento e cada um dos presentes acertou de contar uma anecdota analoga que eu ouvi com impaciencias de mulher hysterica
2961_13488_000704	pois toma lá o embrulho mysterioso capitulo lii o embrulho mysterioso foi o caso que alguns dias depois indo eu a botafogo tropecei n'um embrulho que estava na praia
2961_13488_000705	lado dessas faltas coube me a boa fortuna de não comprar o pão com o suor do meu rosto mais não padeci a morte de d placida nem a semi demencia do quincas borba sommadas umas cousas e outras qualquer pessoa imaginará que não houve mingua nem sobra
2961_13488_000706	não digo nada de minha tia materna d emerenciana e aliás era a pessoa que mais autoridade tinha sobre mim essa differençava se grandemente dos outros mas viveu pouco tempo em nossa companhia uns dous annos
2961_13488_000707	pela minha parte se alguma vez me lembro de cromwell é só pela idéa de que sua alteza com a mesma mão que trancara o parlamento teria imposto aos inglezes o emplasto braz cubas não se riam dessa victoria commum da pharmacia e do puritanismo quem não sabe que ao pé
2961_13488_000708	e eu via-a agora não qual era mas qual fora quaes foramos ambos porque um ezechias mysterioso fizera recuar o sol até os dias juvenis
2961_13488_000709	organismo torna á indifferença e não te lembras dos teus dedos que praticaram o acto não havendo nada que perdure é natural que a memoria se esvaeça porque ella não é uma planta aerea precisa de chão a esperança de outros favores é certo conserva sempre no beneficiado a lembrança do primeiro mas
2961_13488_000710	eu estava só em casa com um simples enfermeiro podiamos fallar um ao outro sem perigo virgilia deu-me longas noticias de fóra narrando as com graça com um certo travo de má lingua que era o sal da palestra
2961_13488_000711	trás trás trás fazia o villaça batendo com as mãos uma na outra o rumor cessava de subito como um estacado de orchestra e todos os olhos se voltavam para o glosador
2961_13488_000712	affirmo lhes que o asno foi digno do corsel um asno de sancho deveras philosopho que me levou á casa della no fim do citado periodo apeei me bati lhe na anca e mandei o pastar
2961_13488_000713	e illustral o ainda mais olha estou com sessenta annos mas se fosse necessário começar vida nova começava a sem hesitar um só minuto teme a obscuridade braz foge do que é infimo olha que os homens valem por differentes modos e que o mais seguro de todos é valer
2961_13488_000714	cada seculo trazia a sua porção de sombra e de luz de apathia e de combate de verdade e de erro e o seu cortejo de systemas de idéas novas de novas illusões
